id,name,price,original_price,discount,discount_rate,rating_average,review_count,short_description,all_time_quantity_sold,authors,categories,publisher_vn,book_cover,number_of_page,manufacturer
198296788,Thân Tâm Trí,102900,159000,56100,35,4.5,23,Thân thể – tâm thần – trí tuệ từ lâu đã được biết đến là ba thể riêng biệt nhưng không thể tách rời của mỗi người. Sự hợp nhất ba thể này tạo nên trạng thái cân bằng và phục hồi tự nhiên bên trong. Cơ...,466,"['Daniel J. Siegel', 'Marion Solomon']",Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,352,Nhà Xuất Bản Thanh Niên
184101370,Sức Mạnh Của Thói Quen (Tái Bản 2022),105400,169000,63600,38,5.0,35,"Về cơ bản, người lớn và trẻ em không khác nhau là mấy. Bởi hầu hết những hành động hàng ngày của chúng ta đều là sản phẩm của thói quen vô thức. Thế nhưng không phải cá nhân, tổ chức nào cũng có được ...",416,['Charles Duhigg'],Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,436,Nhà Xuất Bản Lao Động
143186001,Chiến Thắng Con Quỷ Trong Bạn - Bí Quyết Tự Do Và Thành Công (Tái Bản),69000,115000,46000,40,4.8,255,"Cuốn sách là cuộc trò chuyện của Napoleon Hill và Con Quỷ. Sau bao nhiêu năm miệt mài nghiên cứu cuối cùng ông cũng phát hiện ra Con Quỷ, bắt nó phải thú tội và tiết lộ những sự thật kinh hoàng về nơi...",2053,['Napoleon Hill'],Sách tư duy - Kỹ năng sống,Thái Hà,Bìa mềm,293,Nhà Xuất Bản Lao Động
89205994,Sách Bộ Não Của Phật,252000,252000,0,0,4.6,24,"Tác giả: Tiến sĩ Rick Hanson và bác sĩ Richard MendiusBiên dịch: Nguyễn Hà Phương, Lê Thị Minh HàSố trang: 356 trangKhổ: 16 x 24 cmNhà xuất bản: Hồng Đức, tháng 12 năm 2019 “Nếu bạn có thể chuyể...",154,['Rick Hanson'],Sách tư duy - Kỹ năng sống,Samanta,Bìa mềm,356,Nhà Xuất Bản Hồng Đức
3737963,Bức Xúc Không Làm Ta Vô Can (Tái Bản),72250,85000,12750,15,5.0,44,"Bức Xúc Không Làm Ta Vô Can (Tái Bản)""Từ chỗ vô danh cách đây bảy, tám năm, bây giờ, nếu gõ ""bức xúc"" vào Google, ta sẽ được 29 triệu kết quả, gấp gần 10 lần ""Ngọc Trinh"" một con số ấn tượng cho một ...",289,['Đặng Hoàng Giang'],Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,210,
76105910,5 Ngôn Ngữ Yêu Thương - The Five Love Languages (Tái Bản),101000,128000,27000,21,5.0,305,Năm Ngôn ngữ Tình yêu là cuốn sách được biên dịch từ tác phẩm nổi tiếng The Five Love Languages của chuyên gia tâm lý – Tiến sĩ Gary Chapman - cuốn sách luôn nằm trong danh sách những cuốn sách bán ch...,2450,['Gary Chapman'],Sách tiếng Việt,First News - Trí Việt,Bìa gập,224,Nhà Xuất Bản Tổng hợp TP.HCM
36336977,Lời Khuyên Thanh Niên (Bộ sách Cha Mẹ Khéo - Con Thành Công) (Tặng Bookmark PL),70850,109000,38150,35,0.0,0,"Lời khuyên thanh niênCuốn sách dành cho cả cha mẹ và các bạn trẻCuốn sách không hề thâm thúy mà rất bình dị, thực tế, hợp với lứa tuổi thanh niên, giải quyết được nhiều vấn đề, nhiều nỗi khó khăn ...",2,[' Nguyễn Hiến Lê'],Sách tiếng Việt,KNBooks,Bìa mềm,,Nhà Xuất Bản Hồng Đức
167301575,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu (Tái Bản 2022),110000,139000,29000,21,4.7,99,"Khí Chất Bao Nhiêu, Hạnh Phúc Bấy NhiêuCó ai đó từng nói:“Hãy sống như một trái dứa: Đầu đội vương miện, dáng đứng hiên ngang – Bên ngoài gai góc, bên trong ngọt ngào.”Cũng giống như trái dứa, khi ...",1235,['Vãn Tình'],Sách tư duy - Kỹ năng sống,Bloom Books,Bìa mềm,360,Nhà Xuất Bản Thế Giới
170708219,Đừng Bao Giờ Chia Đôi Lợi Ích Trong Mọi Cuộc Đàm Phán,111600,179000,67400,38,5.0,32,"Đừng bao giờ chia đôi lợi ích trong mọi cuộc đàm phán – có thể bạn sẽ ngạc nhiên khi biết rằng đây chính là lời khuyên từ một chuyên gia đàm phán giải cứu con tin dày dạn kinh nghiệm của FBI, khi mà q...",471,['Chris Voss'],Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,420,Nhà Xuất Bản Thế Giới
55119955,Cách Sống (Tái Bản 2020),68000,85000,17000,20,5.0,20,"Cách sống giống như một cây gậy đập vào dòng chảy xiết của thời đại u mê. Tại sao tình trạng u ám bế tắc đó bao trùm toàn xã hội? đó pải chăng là do con người đánh mất phương hướng cuộc đời, không nhì...",152,['Inamori Kazuo'],Sách nghệ thuật sống đẹp,Thái Hà,Bìa mềm,226,Nhà Xuất Bản Lao Động
195291930,Bốn Thỏa Ước,114000,130000,16000,12,0.0,0,"BỐN THỎA ƯỚCBí quyết sống tự do, bình an, hạnh phúc giữa thế giới bất địnhdon Miguel Ruiz - Hậu duệ của người Toltec cổ xưaHàng ngàn năm trước, người Toltec nổi tiếng khắp miền Nam Mexico là những ...",2,"['Janet Mills', 'Don Miguel Ruiz']",Root,Saigon Books,Bìa mềm,190,Nhà Xuất Bản Dân Trí
10397241,Sách Chữa Lành Nỗi Đau,78400,98000,19600,20,5.0,10,"Cuộc sống hàng ngày đầy rẫy lo toan, tất bật luôn khiến cho bạn có cảm giác như mình đang đối đầu với nhiều áp lực cuộc sống. Những nỗi đau, mâu thuẫn trong các mối quan hệ bạn bè, công việc, tình cảm...",119,['Louise L.Hay'],Sách tiếng Việt,First News - Trí Việt,Bìa mềm,276,
216124178,Muối – Sự Hồi Sinh Nơi Sâu Thẳm Vụn Vỡ,123000,166000,43000,26,4.7,27,"“Cách đối xử tốt nhất với một người là gì? Có lẽ chính là khắc ghi người đó trong tim, dù cả đời không hề gặp lại, dù người đó đã sớm rời xa thế giới này”Trích “Muối - Sự hồi sinh nơi sâu thẳm vụn v...",214,['Tôn Tần'],Sách tư duy - Kỹ năng sống,Sea Books,Bìa mềm,448,Nhà Xuất Bản Thanh Niên
152740748,Lối Sống Tối Giản Của Người Nhật (Tái Bản),76000,119000,43000,36,4.8,307,"Lối sống tối giản là cách sống cắt giảm vật dụng xuống còn mức tối thiểu. Và cùng với cuộc sống ít đồ đạc, ta có thể để tâm nhiều hơn tới hạnh phúc, đó chính là chủ đề của cuốn sách này. Chẳng có ai ...",2336,['Sasaki Fumio'],Sách nghệ thuật sống đẹp,Thái Hà,Bìa mềm,298,Nhà Xuất Bản Lao Động
184070221,Sách OSHO Hiểu - Đường Đến Tự Do,112000,168000,56000,33,5.0,169,"“HIỂU – ĐƯỜNG ĐẾN TỰ DO” - Khi nghi ngờ là con đường dẫn tới tự do - Tự do vốn là thứ mà con người vẫn luôn tìm kiếm từ bao đời nay. Có nhiều định nghĩa về khái niệm tự do, nhưng theo bậc thầy tâm l...",1459,['Osho'],Root,FIRST NEWS,Bìa mềm,368,Nhà Xuất Bản Dân Trí
173865570,Một Cuốn Sách Về Chủ Nghĩa Tối Giản (Tái bản 2022),129000,129000,0,0,5.0,610,"Tác giả: Chi Nguyễn — The Present WriterNăm xuất bản: 2022 tái bản lần thứ 3 (8-2022)Kích thước: 14,5x20cmNhà xuất bản: Nhà Xuất Bản Thế GiớiLoại bìa: Bìa mềmSố trang: 194"" ""Đúng như tên gọi, đây...",4639,['Chi Nguyễn – The Present Writer'],Sách tư duy - Kỹ năng sống,Nhà Xuất Bản Thế Giới,Bìa mềm,194,Nhà Xuất Bản Thế Giới
105483727,Ổn Định Hay Tự Do,95700,129000,33300,26,5.0,999,"ỔN ĐỊNH HAY TỰ DO (Yên ổn bạn thích không cho bạn được cuộc đời như mong muốn) - cuốn sách Best-seller dành cho thế hệ GEN Z, tiếp nối Hãy khiến tương lai biết ơn vì hiện tại bạn đã cố gắng hết mình. ...",5205,['Trương Học Vĩ'],Sách tiếng Việt,Peachbooks,Bìa mềm,284,Nhà Xuất Bản Văn Học
77323488,Chatter - Trò Chuyện Với Chính Mình,133330,199000,65670,33,5.0,13,"Chatter - Trò Chuyện Với Chính MìnhChatter - Trò chuyện với chính mình là sự kết tinh của những nghiên cứu khoa học mới nhất về bộ não và tâm trí con người. Trong Chatter - Trò chuyện với chính mình,...",54,['Ethan Kross'],Sách tư duy - Kỹ năng sống,Saigon Books,Bìa mềm,328,Nhà Xuất Bản Văn Hóa Văn Nghệ
179546074,Luật Hấp Dẫn - Quy Luật Về Sự Thịnh Vượng Và Thành Công,83500,129000,45500,35,4.8,82,"“Nếu bạn nghĩ về bất cứ điều gì trong một giây, bạn sẽ biến điều đó thành một thực tại không thể thấy được kéo dài một giây. Nếu bạn nghĩ về nó trong nhiều giờ, nhiều ngày và nhiều năm, bằng một cách ...",1015,['Prentice Mulford'],Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,260,Nhà Xuất Bản Thanh Niên
8848897,Trí Tuệ Do Thái (Tái Bản 2018),131356,189000,57644,30,5.0,72,TRÍ TUỆ DO THÁI - ERAN KATZ (ISRAEL)Trí Tuệ Do Thái dành cho những người muốn phát triển về Tư duy và Kỹ năng:Những ai tò mò về trí tuệ vĩ đại của người Do TháiNhững ai muốn tự rèn luyện khả năng t...,434,['Eran Katz'],Sách tiếng Việt,Alphabooks,Bìa mềm,444,Nhà Xuất Bản Lao Động Xã Hội
78598381,Tâm Lý Học Tính Cách (Tặng Kèm: 1 Bookmark),85020,109000,23980,22,4.8,110,"Nối tiếp cuốn sách Best seller Tâm lý học hành vi, lần này Tủ sách Kiến thức về kỹ năng sống của Mintbooks xin giới thiệu tới bạn đọc cuốn bí kíp gây sốt Tâm lý học tính cách – tác phẩm được hàng triệ...",565,['Trâu Hoành Minh'],Sách tư duy - Kỹ năng sống,Mintbooks,Bìa mềm,312,Nhà Xuất Bản Phụ Nữ Việt Nam
71990280,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",122850,189000,66150,35,4.8,62,"NÓI CHUYỆN LÀ BẢN NĂNG, GIỮ MIỆNG LÀ TU DƯỠNG, IM LẶNG LÀ TRÍ TUỆTuân Tử nói: “Nói năng hợp lý, đó gọi là hiểu biết; im lặng đúng lúc, đó cũng là hiểu biết”. Ngôn ngữ là thứ có thể thể hiện rõ nhất m...",635,['Trương Tiếu Hằng'],Sách tiếng Việt,1980 Books,Bìa mềm,450,Nhà Xuất Bản Thanh Niên
207754094,Thao Túng Tâm Lý Trong Tình Yêu,110700,159000,48300,30,4.7,25,Thao Túng Tâm Lý Trong Tình YêuNgười bạn yêu đã bao giờ khiến bạn cảm thấy mình vô cùng yếu kém và không xứng đáng được hưởng hạnh phúc không? Bạn có thường xuyên cảm thấy mối quan hệ của mình độc hạ...,378,['Michelle Moore'],Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,272,Nhà Xuất Bản Thanh Niên
198198474,Gửi Bạn Người Có Trái Tim Vô Cùng Nhạy Cảm,66000,108000,42000,39,5.0,87,"GỬI BẠN, NGƯỜI CÓ TRÁI TIM VÔ CÙNG NHẠY CẢMJeon Hong JinFive dịchCâu chuyện về trái tim dưới góc nhìn khoa học não bộ và tâm thần họcÔng nghiên cứu về sự khác biệt trong mô hình trầm cảm giữa ngườ...",1002,['Jeon Hong Jin'],Sách hướng nghiệp - Kỹ năng mềm,CÔNG TY TNHH VĂN HÓA VÀ TRUYỀN THÔNG THẢO NGUYÊN,Bìa mềm,342,Nhà Xuất Bản Văn Học
253393981,Think Clean - Đừng tin vào tất cả những gì bạn nghĩ,179000,179000,0,0,4.5,4,Giới thiệu tác giả: KIM OANH* Tốt nghiệp MBA tại Thụy Sĩ* Là Nhà Thực Hành Tâm Lý được chứng nhận bởi CERFPA (Pháp)* Từng tham gia nhiều dự án nhân đạo về chăm sóc sức khỏe tâm lý cộng đồng tại Genev...,78,['Kim Oanh'],Sách tư duy - Kỹ năng sống,Công Ty TNHH Xuất bản và Giáo dục Mochibooks,Bìa mềm,272,Nhà Xuất Bản Thế Giới
187619074,Quý Cô Tài Chính,109000,139000,30000,22,4.8,109,"Bạn thân mến! Bạn đang cầm trên tay Quý cô tài chính, một cuốn sách về đề tài “quen mà lạ”: tiền bạc và giáo dục tài chính cá nhân. Đây sẽ trở thành người đồng hành thân thiết trong hành trình tiến t...",1090,['Alex Tu'],Sách tư duy - Kỹ năng sống,Bloom Books,Bìa mềm,232,Nhà Xuất Bản Thế Giới
34501790,Đàn Ông Sao Hỏa Đàn Bà Sao Kim (Tặng kèm Booksmark),122200,188000,65800,35,0.0,0,"Ngày xửa ngày xưa, những người sao Hỏa và sao Kim đã gặp gỡ, yêu nhau và sống hạnh phúc bởi họ tôn trọng và chấp nhận mọi điều khác biệt. Rồi họ đến Trái Đất và chứng lãng quên đã xảy ra: Họ quên rằng...",10,['John Gray'],Sách tiếng Việt,BIZBOOKS,Paperback,488,Nhà Xuất Bản Hồng Đức
186434701,"Khi Bạn Đang Say Giấc, Ai Đó Đã Đạt Được Ước Mơ-Tặng kèm 01 bookmark",81000,108000,27000,25,4.8,159,"Mood to Read trân trọng gửi tới độc giả một cuốn sách đáng kinh ngạc của tác giả Kim Yoojin – Người truyền cảm hứng cho làn sóng thức dậy vào lúc bình minh ở Hàn Quốc thông qua kênh Youtube của mình, ...",992,['Kim Yoojin'],Sách tư duy - Kỹ năng sống,Mood to Read,Bìa mềm,216,Nhà Xuất Bản Dân Trí
46107066,Học Cách Học,110900,159000,48100,30,5.0,50,Cách cho tâm trí lang thang để kích hoạt chế độ tập trung học tập;Cách ra khỏi “tư duy lối mòn” để tư duy bứt phá;Cách để biến một trí nhớ kém trở thành lợi thế tư duy;Cách đơn giản nhưng đầy hiệu ...,626,"['Barbara Oakley', 'Terrence Sejnowski', 'Alistair McConville']",Root,Alphabooks,Bìa mềm,280,Nhà Xuất Bản Thế Giới
193895767,THE DAILY STOIC – 366 CHIÊM NGHIỆM VỀ TRÍ TUỆ VÀ LÒNG CAN TRƯỜNG CÙNG NGHỆ THUẬT SỐNG,166400,239000,72600,30,4.8,66,Ta đến đâu để tìm được niềm vui? Tiêu chuẩn chính xác để đo lường thành công là gì? Làm sao để kiểm soát cơn thịnh nộ? Làm sao để hiểu được ý nghĩa cuộc đời? Làm sao ta vượt qua nỗi bi thương?Câu tr...,731,"['Ryan Holiday', 'Stephen Hanselman']",Root,1980 Books,Bìa mềm,444,Nhà Xuất Bản Thanh Niên
1464015,Ai Sẽ Khóc Khi Bạn Lìa Xa,76500,90000,13500,15,5.0,35,Ai Sẽ Khóc Khi Bạn Lìa XaCuộc sống trôi qua thật quá nhanh. Và không có gì có làm trái tim bạn đau hơn là khi đã đi đến cuối cuộc đời và nhận ra bạn đã quên mất điều gì là quan trọng nhất - bởi bản t...,224,['Robin Sharma'],Sách tiếng Việt,NXB Trẻ,Bìa mềm,248,
56697257,Bí Mật Và Thực Tế Về Tự Kỉ Ám Thị (Self Mastery Through Conscious Autosuggestion) - Cuốn Sách Về Tự Kỉ Ám Thị Được Freud Và Các Bậc Thầy Phân Tâm Trích Dẫn Và Nghiên Cứu - Liệu Pháp Tự Chữa Lành Được Napoleon Hill Và Tony Robbin Sử Dụng Đều Xuất Phát Từ Đ,67230,83000,15770,19,4.7,75,BÍ MẬT VÀ THỰC TẾ VỀ TỰ KỈ ÁM THỊCuốn sách về Tự kỉ ám thị được Freud và các bậc thầy Phân tâm trích dẫn và nghiên cứuChúng ta sở hữu một sức mạnh vô biên bên trong mỗi người. Sức mạnh này có thể g...,421,['Émile Coué'],Sách tư duy - Kỹ năng sống,Bách Việt,Bìa mềm,192,Nhà Xuất Bản Phụ Nữ Việt Nam
173882436,Tâm Lý Học Về Rối Loạn Nhân Cách Tránh Né,96000,129000,33000,26,4.8,342,"- Hạn chế gần gũi với người khác - Thoải mái hơn khi ở một mình - Phản ứng tiêu cực với việc kết hôn hay sinh con- Ghét phải chịu trách nhiệm và sự ràng buộc, nhạy cảm với tổn thương, sợ thất bại, Số...",2934,['Okada Takashi'],Sách tư duy - Kỹ năng sống,Peachbooks,Bìa mềm,344,Nhà Xuất Bản Văn Học
198215131,"UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng",109000,139000,30000,22,5.0,26,"Muốn kinh doanh thành công, các doanh nghiệp cần thấu hiểu người dùng để có thể mang đến những sản phẩm/dịch vụ đáp ứng nhu cầu, tâm tư nguyện vọng của họ. Vì thế, UX Research (nghiên cứu trải nghiệm ...",340,"['Khúc Cẩm Huyên', 'Đỗ Thùy Linh']",Sách hướng nghiệp - Kỹ năng mềm,Wavebooks,Bìa mềm,256,Nhà Xuất Bản Thế Giới
73515859,Sách OSHO - Can Đảm Là Chính Mình Trong Thế Giới Hiểm Nguy,70400,88000,17600,20,5.0,23,"CAN ĐẢM LÀ CHÍNH MÌNH TRONG THẾ GIỚI HIỂM NGUYĐừng gọi đó là bất định – hãy gọi là bất ngờĐừng gọi nó là bất an – hãy gọi là tự do.Dũng cảm không phải là không sợ hãi, mà thay vào đó là sự hiện diệ...",156,['Osho'],Sách tiếng Việt,First News - Trí Việt,Bìa gập,192,Nhà Xuất Bản Thế Giới
145300494,The Mastery Of Self - Hành Trình Thấu Hiểu Bản Thân Và Tìm Thấy Tự Do,104800,180000,75200,42,4.8,115,"THE MASTERY OF SELF Hành trình thấu hiểu bản thân và tìm thấy tự doThe mastery of self - Một sự ra đời đầy đặc biệtVào những năm 900-1150 sau Công Nguyên, có một cộng đồng người tập hợp lại với nha...",930,['Don Miguel Ruiz JR.'],Sách tiếng Việt,Saigon Books,Bìa mềm,314,Nhà Xuất Bản Thế Giới
2716247,Quẳng Gánh Lo Đi Và Vui Sống (Bìa Cứng),85500,108000,22500,21,4.8,603,"Bất kỳ ai đang sống đều sẽ có những lo lắng thường trực về học hành, công việc, những hoá đơn, chuyện nhà cửa,… Cuộc sống không dễ dàng giải thoát bạn khỏi căng thẳng, ngược lại, nếu quá lo lắng, bạn ...",6058,['Dale Breckenridge Carnegie'],Sách tiếng Việt,First News - Trí Việt,Bìa cứng,320,Nhà Xuất Bản Tổng hợp TP.HCM
7435647,Sách Đường Mây Qua Xứ Tuyết - Nguyên Phong (Tái Bản),81600,96000,14400,15,5.0,1,Đường Mây Qua Xứ Tuyết (“The Way of the White Clouds”) ghi lại những điều Anagarika Govinda chứng kiến trong thời gian du hành ở Tây Tạng. Hành trình của tác giả diễn ra vào khoảng thập niên 30 đến th...,17,['Nguyên Phong'],Sách tiếng Việt,First News - Trí Việt,Bìa mềm,320,Nhà Xuất Bản Hồng Đức
213861836,60 Phút Thay Đổi Chính Mình,66500,99000,32500,33,0.0,0,"""Hành trình nào rồi cũng sẽ có đích đến, dù viên mãn hay không nhưng ít nhất, chúng ta đã luôn cố gắng từng phút giây, vì thời gian không bao giờ có thể quay trở lại. Thế nên chọn mà đi, là hành trình...",32,['Lê Mai Anh'],Sách tư duy - Kỹ năng sống,NXB Tổng Hợp TP. HCM,Bìa mềm,156,Nhà Xuất Bản Tổng hợp TP.HCM
139567621,Thức Tỉnh Mục Đích Sống (Tái Bản),118000,148000,30000,20,5.0,257,Thức Tỉnh Mục Đích Sống - Cuốn Sách Làm Bừng Tỉnh Thế Giới! Chuyển hóa tâm thức con người là trọng tâm của những điều Eckhart Tolle đề cập trong quyển sách nổi tiếng A New Earth - Thức Tỉnh Mục Đích ...,2573,['Eckhart Tolle'],Sách tiếng Việt,First News - Trí Việt,Bìa mềm,440,Nhà Xuất Bản Tổng hợp TP.HCM
176550321,Bàn Về Ham Muốn: Tại Sao Chúng Ta Muốn Thứ Mà Ta Muốn,116700,169000,52300,31,5.0,181,"Chúng ta ngập chìm trong ham muốn gần như trong mỗi phút giây ta thức. Nếu chúng ta ngủ thì ham muốn tạm thời được chế ngự, trừ khi chúng ta mơ và những giấc mơ có thể sẽ được định hình bởi những ham ...",1581,['William B. Irvine'],Sách nghệ thuật sống đẹp,Thái Hà,,372,Nhà Xuất Bản Công Thương
90679276,Mở Cửa Tương Lai,146000,200000,54000,27,5.0,34,"Biết bao nền văn minh đã đến, đã qua. Biết bao mùa trăng đầy rồi lại khuyết. Trái đất vẫn quay. Thảm họa đi rồi lại đến. Và con người vẫn mãi quay cuồng trong mong cầu, giữa ranh giới mong manh của hạ...",199,['Nguyễn Phi Vân'],Sách tiếng Việt,Saigon Books,Bìa cứng,284,Nhà Xuất Bản Thế Giới
220665663,30 Tuổi - Mọi Thứ Chỉ Mới Bắt Đầu,82000,135000,53000,39,5.0,10,"30 TUỔI - MỌI THỨ CHỈ MỚI BẮT ĐẦU “Bởi vì, ba mươi tuổi mọi thứ chỉ mới bắt đầu. Đừng sợ đau khổ. Tất cả những khổ đau phải trải qua ở tuổi đôi mươi đều là món quà của cuộc sống.”Những khởi đầu ở tu...",138,['Lý Thượng Long'],Sách tư duy - Kỹ năng sống,Saigon Books,Bìa mềm,332,Nhà Xuất Bản Dân Trí
54380457,Lối Sống Tối Giản Thời Công Nghệ Số,116220,149000,32780,22,5.0,16,Các công nghệ mới dường như đang hút cạn ý nghĩa và sự hài lòng ra khỏi mỗi chúng ta. Một cụm từ mà chúng ta thường nghe nhắc đến trong cuộc sống số thời hiện đại là kiệt sức. Nếu xét riêng thì không ...,54,['Cal Newport'],Sách nghệ thuật sống đẹp,Thái Hà,Bìa mềm,374,Nhà Xuất Bản Công Thương
67040913,The Magic - Phép Màu (2020),156000,156000,0,0,4.8,419,"Trong suốt hơn 20 thế kỷ qua, những lời dạy trong các văn bản linh thiêng cổ xưa đã khiến hầu hết mọi người hiểu nhầm. Chỉ có một số ít người trong lịch sử có thể nhận ra rằng nó thật ra là một câu đố...",3084,['Rhowa Byrne'],Sách tư duy - Kỹ năng sống,Công ty Cổ Phần Thiên Minh Book,,,Nhà Xuất Bản Thế Giới
56218385,Thông Điệp Của Nước (Tái Bản 2020),72600,89000,16400,18,4.7,40,Thông Điệp Của Nước (Tái Bản 2020)“Thông điệp của nước” có khả năng thay đổi một cách sâu sắc thế giới quan của bạn. Tiến sĩ Masaru Emoto phát hiện rằng những tinh thể hình thành từ nước đóng băng có...,307,['Masaru Emoto'],Sách tiếng Việt,Thái Hà,Bìa mềm,146,Nhà Xuất Bản Lao Động
4541057,Sống 365 Ngày 1 Năm - Nguyễn Hiến Lê,71200,89000,17800,20,4.8,5,"Sống 365 Ngày 1 Năm – Nguyễn Hiến Lê 75% các bạn đang chữa bệnh chưa đúng cách?Nếu bạn đang gặp phải những bệnh: Đau bao tử, bệnh tim và mạch máu, bệnh ngoài da, bệnh đường ruột, bệnh đau thắt ngang ...",42,['Nguyễn Hiến Lê'],Sách tiếng Việt,BIZBOOKS,Bìa mềm,192,
8121633,Văn Minh Vật Chất Của Người Việt,246000,330000,84000,25,5.0,148,Trên tay chúng ta là một cuốn sách lạ. Trong thư mục trước tác của các tác giả Việt Nam tôi chưa thấy một cuốn nào cùng loại. Văn minh vật chất của người Việt là một chủ đề quá rộng dù tác giả đã giới...,1500,['Phan Cẩm Thượng'],Sách tư duy - Kỹ năng sống,Zenbooks,Bìa mềm,656,
157255752,Sức Mạnh Của Hiện Tại (Tái Bản),134000,168000,34000,20,4.8,198,"Sức Mạnh Của Hiện Tại được viết một cách súc tích và thâm thuý nên nhiều khi ta chỉ cần đọc một cây hay một đoạn ngắn thì đã cảm thấy vừa đủ, vì quả thực chúng ta cần có không gian để chiêm nghiệm nhữ...",1746,['Eckhart Tolle'],Sách tư duy - Kỹ năng sống,First News - Trí Việt,Bìa mềm,400,Nhà Xuất Bản Tổng hợp TP.HCM
214186194,Trí Tuệ Do Thái (Tái Bản),135000,189000,54000,29,4.5,27,"Trí tuệ Do Thái là một cuốn sách tư duy đầy tham vọng trong việc nâng cao khả năng tự học tập, ghi nhớ và phân tích - những điều đã khiến người Do Thái vượt trội lên, chiếm lĩnh những vị trí quan trọn...",490,['Eran Katz'],Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,444,Nhà Xuất Bản Công Thương
195801321,The One Thing - Điều Ý Nghĩa Nhất (Tái Bản 2022),83000,119000,36000,30,0.0,0,"Bạn muốn ít sự sao nhãng. Bạn muốn ít sự lựa chọn. Hàng ngày, bạn phải trả lời cả đống thư điện tử, tin nhắn qua điện thoại, tin nhắn trên internet khiến bạn sao nhãng và ức chế tâm lý nặng nề. Bạn lu...",33,['Jay Papasan Gary Keller'],Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,260,Nhà Xuất Bản Lao Động
126742911,"Món Quà Của Linh Hồn - 
Sức Mạnh Chữa Lành Của Những Thữ Thách Trong Cuộc Sống",199500,289000,89500,31,5.0,149,"Dù con đường của bạn có bằng phẳng hay gập ghềnh, dù cuộc đời của bạn có êm ả hay thăng trầm, thì có thể bạn đã biết chắc điều này: bạn là một trong những linh hồn can đảm nhất trong Vũ trụ. Nếu không...",948,['Robert Schwartz'],Sách tư duy - Kỹ năng sống,Thái Hà,Bìa mềm,728,Nhà Xuất Bản Hà Nội
127654481,Tiệm Café Bên Rìa Thế Giới,84500,108000,23500,22,4.8,73,"Đã bao giờ trong bạn xuất hiện một cảm giác không thể giải thích nổi, dù cuộc sống, công việc và các mối quan hệ có vẻ hoàn-toàn-ổn chưa? Bạn mơ hồ về lý do mình tồn tại, sự xuất hiện của mình có ý ng...",591,['John Strelecky'],Sách nghệ thuật sống đẹp,Huy Hoàng Bookstore,Bìa mềm,212,Nhà Xuất Bản Dân Trí
109505434,Bạn Không Thông Minh Lắm Đâu (Tái Bản)(Tặng kèm Bookmark),109000,139000,30000,22,4.8,615,"Bạn không thông minh lắm đâu - (Tái bản 2021- Tặng kèm bookmark)Cho dù bạn có đang chọn mua smartphone hay đang quyết định xem nên tin theo chính trị gia nào, thì bạn cũng luôn tự cho mình là một cá ...",3624,['David McRaney'],Sách tiếng Việt,Read Books,Bìa mềm,410,Nhà Xuất Bản Thế Giới
173745189,Clean Code – Mã Sạch Và Con Đường Trở Thành Lập Trình Viên Giỏi,290000,386000,96000,25,4.8,105,"Clean Code Mã sạch và con đường trở thành lập trình viên giỏi Hiện nay, lập trình viên là một trong những nghề nghiệp được nhiều người lựa chọn theo đuổi và gắn bó. Đây là công việc đòi hỏi sự tỉ mỉ...",705,['Robert Cecil Martin'],Sách tư duy - Kỹ năng sống,Tri Thức Trẻ Books,Bìa mềm,596,Nhà Xuất Bản Dân Trí
100931418,Giao Tiếp Bất Kỳ Ai - 101 Cách Nâng Cao Khả Năng Giao Tiếp (Tái Bản),43900,55000,11100,20,4.8,22,Một doanh nghiệp thành công hay thất bại thường tùy thuộc vào những kỹ năng giao tiếp nhiều hơn là phát triển kỹ thuật. Cuốn sách tuyệt vời này giúp bạn nâng cao các kỹ năng giao tiếp như nghe và nói ...,149,"['Jo Condrill', 'Bennie Bough']",Sách tư duy - Kỹ năng sống,Thái Hà,Bìa mềm,130,Nhà Xuất Bản Công Thương
50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),170000,200000,30000,15,5.0,7,"Quyền lực có sức hấp dẫn vô cùng mạnh mẽ đối với con người trong mọi thời, ở mọi nơi, với mọi giai tầng. Lịch sử xét cho cùng là cuộc đấu tranh triền miên để giành cho bằng được quyền lực cai trị của ...",73,['Robert Greene'],Sách tiếng Việt,NXB Trẻ,,,NXB Trẻ
