id,name,price,original_price,discount,discount_rate,rating_average,review_count,short_description,all_time_quantity_sold,authors,categories,publisher_vn,book_cover,number_of_page,manufacturer
75953557,Tâm Lý Học Về Tiền,110000,189000,79000,42,4.8,3365,"Tiền bạc có ở khắp mọi nơi, nó ảnh hưởng đến tất cả chúng ta, và khiến phần lớn chúng ta bối rối. Mọi người nghĩ về nó theo những cách hơi khác nhau một chút. Nó mang lại những bài học có thể được áp ...",22821,['Morgan Housel'],Sách tiếng Việt,1980 Books,Bìa mềm,384,Nhà Xuất Bản Dân Trí
57325187,Sách Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),65660,98000,32340,33,4.8,330,"NGƯỜI GIÀU CÓ NHẤT THÀNH BABYLONNgười giàu có nhất thành Babylon (tiếng Anh: The Richest Man in Babylon) được xem là một trong những tác phẩm truyền cảm hứng lớn nhất về chủ đề tiết kiệm, kế hoạch tài...",2129,['GEORGE SAMUEL CLASON'],Sách tiếng Việt,First News - Trí Việt,Bìa gập,216,Nhà Xuất Bản Tổng hợp TP.HCM
76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),213000,319000,106000,33,5.0,1773,"Ắt hẳn ai trong chúng ta cũng đều đã từng là nạn nhân của những bản thuyết trình tra tấn thị giác, hay phải choáng váng với những ma trận phông chữ, màu sắc, những mục đầu dòng và thông tin đáng lưu t...",10244,['Cole Nussbaumer Knaflic'],Sách tiếng Việt,Sunbook,Bìa mềm,280,Nhà Xuất Bản Thế Giới
54266567,Sách Nghĩ Giàu Và Làm Giàu (Bìa Mềm),73000,110000,37000,34,4.8,1675,"""Think and Grow Rich –Nghĩ giàu và Làm giàu là một trong những cuốn sách bán chạy nhất mọi thời đại. Đã hơn 60 triệu bản được phát hành với gần trăm ngôn ngữ trên toàn thế giới và được công nhận là cu...",11623,['Napoleon Hill'],Sách tiếng Việt,First News - Trí Việt,Bìa mềm,450,Nhà Xuất Bản Tổng hợp TP.HCM
206840682,Quyền Lực Của Địa Lý - The Power Of Geography,177000,280000,103000,37,5.0,255,"Tim Marshall đã nhận xét rất xác đáng rằng: ""Các đế chế nổi lên rồi suy tàn. Các liên minh hình thành rồi tan rã. Thời kỳ hòa bình ở châu Âu sau các cuộc chiến của Napoleon kéo dài khoảng sáu mươi năm...",2894,['Tim Marshall'],Sách kinh tế học,Nhã Nam,Bìa mềm,559,Nhà Xuất Bản Phụ Nữ
66067655,Trải Nghiệm Khách Hàng Xuất Sắc,169000,250000,81000,32,5.0,67,"Bạn đang cầm trên tay cuốn sách Trải nghiệm khách hàng xuất sắc được viết từ hơn 22 năm kinh nghiệm, qua nhiều vị trí, môi trường khác nhau của ông Nguyễn Dương, một chuyên gia cấp quốc tế, một trong ...",612,['Nguyễn Dương'],Sách tiếng Việt,Saigon Books,Bìa mềm,344,Nhà Xuất Bản Thế Giới
91947689,Sách PACE Books - 7 Thói quen hiệu quả (The 7 Habits Of Highly Effective People) (Tái Bản) - Stephen R. Covey,188000,250000,62000,25,5.0,46,"“7 Habits” không chỉ là tên của một tác phẩm kinh điển về quản trị, tên của một chương trình đào tạo danh tiếng toàn cầu, mà còn là tên của một nền văn hóa mới, một cách sống mới, nền văn hóa, một các...",385,['Stephen R. Covey'],Sách kỹ năng làm việc,Viện Quản lý PACE,Bìa cứng,536,Nhà Xuất Bản Tổng hợp TP.HCM
168283405,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),109000,165000,56000,34,5.0,646,"Thông tin tác giả:Song Hong Binh (Tống Hồng Binh) sinh năm 1968 tại Tứ Xuyên, Trung Quốc. Ông là tác giả của rất nhiều cuốn sách bán chạy, là học giả nghiên cứu tài chính thế giới và cũng là Viện trư...",5075,['Song Hong Bing'],"Sách tài chính, tiền tệ",Bách Việt,Bìa mềm,532,Nhà Xuất Bản Lao Động
214186189,Tư Duy Nhanh Và Chậm (Tái Bản),190000,269000,79000,29,4.7,27,"Chúng ta thường tự cho rằng con người là sinh vật có lý trí mạnh mẽ, khi quyết định hay đánh giá vấn đề luôn kĩ lưỡng và lý tính. Nhưng sự thật là, dù bạn có cẩn trọng tới mức nào, thì trong cuộc sống...",493,['Daniel Kahneman'],Bài học kinh doanh,Alphabooks,Bìa mềm,612,Nhà Xuất Bản Thế Giới
1926761,Khởi Nghiệp Bán Lẻ - Bí Quyết Thành Công Và Giàu Có Bằng Những Cửa Hàng Đông Khách - Công Thức Kinh Doanh Và Quản Lý Cửa Hàng Hiệu Quả,125000,199000,74000,37,4.8,2274,TOP 1 SÁCH KHỞI NGHIỆP CHỨA ĐỰNG KINH NGHIỆM TRONG 10 NĂM KINH DOANH CỦA MỘT NGƯỜI TỪNG QUẢN LÝ 65 CỬA HÀNG BÁN LẺ.Bạn sẽ tìm thấy trong quyển sách:Cách đơn giản để tìm kiếm ý tưởng kinh doanh và h...,28590,['Trần Thanh Phong'],Sách khởi nghiệp,Công ty TNHH Truyền Thông Giver,Bìa mềm,272,Nhà Xuất Bản Đà Nẵng
55506686,Tiktok Marketing,93130,139000,45870,33,4.7,45,TIKTOK MARKETINGTikTok đang bùng nổ ở mọi nơi và đã trở thành một trong những ứng dụng được tải xuống nhiều nhất thế giới. Không có gì ngạc nhiên khi các nhà tiếp thị đã bắt đầu nhìn thấy tiềm năng c...,340,['Markus Rach'],Sách tiếng Việt,1980 Books,Bìa mềm,268,Nhà Xuất Bản Thanh Niên
147999778,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),155000,268000,113000,42,5.0,658,“KHÔNG BAO GIỜ LÀ THẤT BẠI! TẤT CẢ LÀ THỬ THÁCH”Tự truyện nổi tiếng của gã khổng lồ trong nền kinh tế Hàn Quốc - cố Chủ tịch tập đoàn Hyundai Chung Ju-yungThất bại xảy ra là để con người nhận ra sức...,8577,['Chung Ju Yung'],Sách tiếng Việt,First News - Trí Việt,Bìa cứng,512,Nhà Xuất Bản Dân Trí
57762732,Nhà Đầu Tư Thông Minh (Tái Bản 2020),135000,199000,64000,32,4.8,129,"Tác Phẩm Kinh Điển Về Tư Vấn Đầu TưLà nhà tư vấn đầu tư vĩ đại nhất của thế kỷ 20, Benjamin Graham đã giảng dạy và truyền cảm hứng cho nhiều người trên khắp thế giới. Triết lý “đầu tư theo giá trị“ c...",884,['Benjamin Graham'],Sách tiếng Việt,Nhã Nam,Bìa mềm,644,Nhà Xuất Bản Thế Giới
53532186,Tuyệt kỹ Giao dịch bằng đồ thị nến Nhật – Japanese Candlestick Charting Techniques,499000,499000,0,0,4.8,2262,"Tuyệt kỹ giao dịch bằng đồ thị nến Nhật có tên gọi này vì hình dạng các đường kẻ trông giống cây nến, hệ thống đã được tinh chỉnh bởi hàng thế hệ sử dụng ở phương Đông xa xôi. Cho đến trước khi cuốn ...",12663,['Steve Nison'],"Sách tài chính, tiền tệ",CÔNG TY TNHH HAPPY LIVE,Bìa cứng,392,Nhà Xuất Bản Thế Giới
3608623,Bí Mật Của Phan Thiên Ân,69000,69000,0,0,4.8,2355,"Bí Mật Của Phan Thiên ÂnNhững bài học về tinh thần, tâm linh và trí tuệ đã được chính tiến sĩ Alan Phan chắp bút & phóng tác lại theo nguyên tác của cuốn sách vô giá theo thời gian “Người bán hàn...",24456,['Alan Phan'],Sách tiếng Việt,CÔNG TY TNHH HAPPY LIVE,Bìa mềm,211,Nhà Xuất Bản Thế Giới
207968695,Chủ nghĩa Tư bản và Tự do – Capitalism and Freedom,173000,200000,27000,14,5.0,28,"Chủ nghĩa Tư bản và Tự do – Capitalism and FreedomCuốn sách này tập hợp một loạt các bài giảng của Milton Friedman – nhà kinh tế ""có ảnh hưởng lớn nhất nửa sau thế kỷ 20"" (theo The Economist); được p...",361,['Milton Friedman'],"Sách tài chính, tiền tệ",Nhã Nam,Bìa mềm,367,Nhà Xuất Bản Thế Giới
27582931,How Money Works - Hiểu Hết Về Tiền,209000,300000,91000,30,5.0,68,"How Money Works - Hiểu Hết Về TiềnCẩm nang giới thiệu đơn giản, dễ hình dung nhất từ trước đến nay về tiền tệ và hệ thống tài chính thế giới.Tiền đến từ đâu? Sự khác biệt giữa giàu có và thu nhập là...",403,['Dịch giả Bùi Thị Quỳnh Chi'],Sách tiếng Việt,Nhã Nam,Bìa mềm,257,
73125816,Digital Marketing - Từ Chiến Lược Đến Thực Thi (Tái Bản 2020),187000,220000,33000,15,4.8,940,"DIGITAL MARKETING - TỪ CHIẾN LƯỢC ĐẾN THỰC THICuốn sách đầu tiên tại Việt Nam cung cấp hệ thống kiến thức bài bản nhất, cốt lõi nhất về Digital Marketing, bằng việc đi từ chiến lược tới triển khai, t...",5523,['.'],Sách tiếng Việt,Rio Book,Bìa mềm,250,Nhà Xuất Bản Lao Động
59262880,Sách Người Bán Hàng Vĩ Đại Nhất Thế Giới (Tái Bản 2020),103000,148000,45000,30,4.8,112,"Người bán hàng vĩ đại nhất thế giới của Og Mandino là một hành trình dài về câu chuyện của Hafid, một cậu bé chăn lạc đà nghèo, ở Jerusalem cổ đại.Cậu bé đã học được từ một thương nhân giàu có và thà...",725,['Og Mandino'],Sách Marketing - Bán hàng ,First News - Trí Việt,Bìa gập,116,Nhà Xuất Bản Tổng hợp TP.HCM
199030585,Search Inside Yourself – Tìm kiếm bên trong bạn (Tái bản),102900,149000,46100,31,4.8,33,"Tất cả chúng ta đều biết công cụ tìm kiếm Google và công ty Google với văn hóa doanh nghiệp tuyệt vời nổi tiếng khắp thế giới, nhưng liệu có bao nhiêu người trong số chúng ta biết được điều gì đã làm ...",658,['Chade-Meng Tan'],Bài học kinh doanh,Thái Hà,,344,Nhà Xuất Bản Lao Động
212356656,Content Bạc Tỷ (Tái bản 2022),115800,179000,63200,35,5.0,20,Kinh doanh muốn phát triển lâu dài thì content phải có hiệu quả. Content hiệu quả là content có thể hái ra tiền. Rất nhiều content được chú trọng từng câu chữ với những câu văn bay bổng nhưng lại khôn...,441,['Diệp Tiểu Ngư'],Sách Marketing - Bán hàng ,1980 Books,Bìa mềm,384,Nhà Xuất Bản Công Thương
168293266,Chiến Tranh Tiền Tệ - Phần 2 - Sự Thống Trị Của Quyền Lực Tài Chính ( Tái Bản 2022),100500,170000,69500,41,5.0,344,"Thông tin tác giả: Song Hong Binh (Tống Hồng Binh) sinh năm 1968 tại Tứ Xuyên, Trung Quốc. Ông là tác giả của rất nhiều cuốn sách bán chạy, là học giả nghiên cứu tài chính thế giới và cũng là Viện tr...",2505,['Song Hong Bing'],"Sách tài chính, tiền tệ",Bách Việt,Bìa mềm,632,Nhà Xuất Bản Lao Động
100931416,Bắt Đầu Với Câu Hỏi Tại Sao - Nghệ Thuật Truyền Cảm Hứng Trong Kinh Doanh (Tái Bản),87200,109000,21800,20,5.0,51,Lần đầu tiên khi tôi khám phá ra sức mạnh của lý do TẠI SAO là khi tôi cần đến nó trong cuộc đời mình. Nó không phải là kết quả của việc theo đuổi con đường học vấn của tôi. Nó đã xuất hiện khi tôi kh...,461,['Simon Sinek'],Sách kỹ năng làm việc,Thái Hà,Bìa mềm,346,Nhà Xuất Bản Công Thương
104074997,Kỹ Năng Bán Hàng Tuyệt Đỉnh (Tái Bản),69000,120000,51000,43,5.0,245,"Kỹ năng bán hàng tuyệt đỉnh sẽ cho bạn đọc biết được những quy tắc bán hàng, vốn là điều kiện tiên quyết để gặt hái thành công trong bất kỳ lĩnh vực nào, với bất kỳ ai, bất kỳ ở đâu.Trong từng trang ...",2532,['Grant Cardone'],Sách tiếng Việt,Saigon Books,Bìa mềm,293,Nhà Xuất Bản Thế Giới
11122712,Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,700000,700000,0,0,4.8,2390,"GIỚI THIỆU SÁCH“Làm Giàu Từ Chứng Khoán” là cuốn sách kinh điển mà mọi nhà đầu tư nên đọc, kể từ khi được phát hành lần đầu tiên vào năm 1988 sách đã bán được 2 triệu bản và được dịch ra nhiều thứ ti...",15280,"['William J. O’Neil', 'Matthew Galgani']",Sách tiếng Việt,HappyLive,Bìa cứng,1044,Nhà Xuất Bản Thế Giới
138226289,Storytelling With Data: Let’S Practice! - Thực Hành Kể Chuyện Thông Qua Dữ Liệu!,259000,399000,140000,35,5.0,288,Storytelling with data: Let’s practice! - Thực hành kể chuyện thông qua dữ liệu!Thực hành kể chuyện thông qua dữ liệu! không đơn thuần chỉ là một cuốn sách. Nó mang đến cho bạn một trải nghiệm học hỏ...,2027,['Cole Nussbaumer Knaflic'],Sách tiếng Việt,Sunbook,Bìa mềm,436,Nhà Xuất Bản Thế Giới
144203242,9 Lần Khởi Nghiệp - Chuyện Kể Về Những Thất Bại Và Thành Công Của Một Triệu Phú,149000,199000,50000,25,5.0,318,"CHỨA ĐỰNG KINH NGHIỆM ĐẮT GIÁ VỀ THÀNH CÔNG VÀ THẤT BẠI CỦA MỘT TRIỆU PHÚ TỰ THÂN TẠI VIỆT NAMVỀ TÁC GIẢNguyễn Phương Nam là doanh nhân khởi nghiệp tự thân từ năm 22 tuổi, hiện đang đồng sở hữu 2.3...",2538,['Nguyễn Phương Nam'],Sách doanh nhân,Công Ty Cổ Phần Văn Hóa Sách Sài Gòn,Bìa mềm,260,Nhà Xuất Bản Thế Giới
205010302,Đọc vị bất kỳ ai - Để không bị lợi dụng (Tái bản),57000,89000,32000,36,5.0,24,Bạn băn khoăn không biết người ngồi đối diện đang nghĩ gì? Họ có đang nói dối bạn không? Đối tác đang ngồi đối diện với bạn trên bàn đàm phán đang nghĩ gì và nói gì tiếp theo?ĐỌC người khác là một tr...,617,['David J. Liebermen'],Sách kỹ năng làm việc,Thái Hà,,236,Nhà Xuất Bản Lao Động
108715084,"Rio Book No.1 - Xấu Thế Nào, Đẹp Ra Sao - Bí Kíp Thẩm Định Thiết Kế Trong Marketing (Tái Bản Lần 6)",148000,175000,27000,15,5.0,719,"RIO BOOK NO.1 - Xấu thế nào, Đẹp ra sao (Tái bản)Với 9 bí kíp thẩm định thiết kế được trình bày đơn giản và dễ hiểu, checklist 20 câu hỏi gợi ý kiểm định cùng các trải nghiệm tương tác trực tiếp qua c...",4266,['Rio Creative'],Sách Marketing - Bán hàng ,Rio Book,Bìa mềm,200,Nhà Xuất Bản Lao Động
90056907,Khởi Nghiệp Tinh Gọn (The Lean Startup) (Tái Bản),115500,165000,49500,30,5.0,495,"Khởi Nghiệp Tinh GọnCuốn sách ""Khởi nghiệp Tinh gọn"" (The Lean Startup) trình bày một mô hình khởi nghiệp vang danh toàn cầu, giúp thay đổi toàn bộ cách thức xây dựng công ty và tung ra sản phẩm mới ...",3352,['Eric Ries'],Sách khởi nghiệp,Viện Quản lý PACE,Bìa cứng,336,Nhà Xuất Bản Tổng hợp TP.HCM
204806201,Chiến Tranh Tiền Tệ - Tập 5,137000,195000,58000,30,5.0,101,"THÔNG TIN TÁC GIẢ: Song Hong Bing hay Tống Hồng Bình sinh năm 1968 tại tỉnh Tứ Xuyên, Trung Quốc, mang quốc tịch Hoa Kỳ. Thời gian sống và làm việc tại Trung Quốc ông có nhiều nghiên cứu về lĩnh vực ...",937,['Song Hong Bing'],"Sách quản trị, lãnh đạo",Bách Việt,Bìa mềm,,Nhà Xuất Bản Lao Động
95220861,Tuần Làm Việc 4 Giờ (Tái Bản),89700,115000,25300,22,5.0,32,Timothy Ferress – tác giả của cuốn sách Tuần làm việc 4 giờ đã chỉ cho bạn thấy những suy nghĩ và mục tiêu sống của bạn đang có vấn đề. Bạn cần thay đổi để vừa có thể tận hưởng được cuộc sống vừa hoàn...,374,['Timothy Ferris'],Sách tiếng Việt,Thái Hà,Bìa mềm,342,Nhà Xuất Bản Lao Động
155463025,Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản),130000,198000,68000,34,5.0,99,"Mục tiêu của một thương vụ là đảm bảo khách hàng nhận được giá trị tương xứng, nhưng nếu bạn mang đến cho khách hàng những giá trị còn cao hơn giá trị mà lẽ ra họ sẽ nhận được thì không những bạn đã c...",1223,['Zig Ziglar'],Root,First News - Trí Việt,Bìa mềm,504,Nhà Xuất Bản Tổng hợp TP.HCM
196726736,Biến Mọi Thứ Thành Tiền - Make Money - Nguyễn Anh Dũng,96000,168000,72000,43,4.5,11,Biến Mọi Thứ Thành Tiền - Make Money - Nguyễn Anh DũngBí quyết giúp bạn thoát nghèo để đạt được thành công và giàu có thực sự “Biến mọi thứ thành tiền” là cuốn sách xoay quanh chủ đề tài chính cá nhâ...,118,['Nguyễn Anh Dũng'],Bài học kinh doanh,SBOOKS,Bìa mềm,288,Nhà Xuất Bản Thế Giới
73222800,Nghĩ Giàu Và Làm Giàu (Khổ Nhỏ),78300,108000,29700,28,4.8,103,NGHĨ GIÀU VÀ LÀM GIÀUThink and Grow Rich - Nghĩ giàu và Làm giàu là một trong những cuốn sách bán chạy nhất mọi thời đại. Đã hơn 60 triệu bản được phát hành với gần trăm ngôn ngữ trên toàn thế giới và...,513,['Napoleon Hill'],Sách tiếng Việt,First News - Trí Việt,Bìa mềm,416,Nhà Xuất Bản Tổng hợp TP.HCM
53434797,Sách Tài Chính Cá Nhân Cho Người Việt Nam - Tặng Khóa học Online về Tài chính,184000,200000,16000,8,4.7,1754,"Cuốn sách “Tài chính cá nhân dành cho người Việt Nam” và bộ bài giảng trực tuyến tặng kèm, gồm tất cả những nội dung về tài chính cá nhân, như sau:Kiếm tiền: Khi còn có thể làm việc, chúng ta cần ki...",13084,['Lâm Minh Chánh'],"Sách tài chính, tiền tệ",CÔNG TY CỔ PHẦN ĐÀO TẠO QUẢN TRỊ KINH DOANH BIZUNI,Bìa mềm,,Nhà Xuất Bản Phụ Nữ
197920653,Bí Quyết Kinh Doanh Của Người Do Thái,73000,98000,25000,26,4.8,10,"Có lẽ bạn đã từng nghe nói: Khi một ông chủ ngân hàng lớn người Do Thái “ho hắng” một tiếng, toàn bộ các ngân hàng trên thế giới sẽ bị “cảm cúm” ngay; hay: Năm tập đoàn tài chính lớn của người Do Thái...",159,['Tri Thức Việt'],Bài học kinh doanh,VanLangBooks,Bìa mềm,224,Nhà Xuất Bản Thanh Hóa
108501279,Viết Đi Đừng Sợ! Từ Tay Không Thành Tay Viết,175000,245000,70000,29,5.0,358,"VIẾT ĐI ĐỪNG SỢ! Từ tay không thành tay viếtLà tài liệu hướng dẫn chi tiết nhất dành cho bất kỳ ai muốn viết, “VIẾT ĐI ĐỪNG SỢ! - Từ tay không thành tay viết” không chỉ đem đến cho bạn những...",2202,['Linh Phan'],Sách Marketing - Bán hàng ,Rio Việt Nam,Bìa mềm,228,Nhà Xuất Bản Lao Động
146223395,Cách thức kinh doanh và đầu cơ cổ phiếu! – How to Trade in Stocks,349000,349000,0,0,4.8,762,Vinh quang và cay đắng luôn gắn liền với số phận của các nhà đầu cơ. Ngay cả những nhà đầu cơ kiệt xuất nhất cũng không thể tránh khỏi điều đó. Jesse Livermore là một ví dụ điển hình. Huyền thoại đầ...,3823,['Richard Smitten'],"Sách tài chính, tiền tệ",CÔNG TY TNHH HAPPY LIVE,Bìa cứng,320,Nhà Xuất Bản Thế Giới
3608625,Payback Time - Ngày Đòi Nợ,299000,299000,0,0,4.8,4381,"""Trong chứng khoán và thị trường tài chính, dám tham gia đầu tư cũng là một thành công tâm lý ban đầu. Dù vậy, 95% nhà đầu tư Việt Nam thuộc nhóm nhà đầu tư nhỏ lẻ với vốn kiến thức tài chính vô cùng ...",31795,['Phil Town'],Bài học kinh doanh,CÔNG TY TNHH HAPPY LIVE,Bìa cứng,280,Nhà Xuất Bản Thế Giới
186271356,Từ điển xây kênh từ cơ bản đến thành công,199000,268000,69000,26,4.8,101," Mô Tả Sản Phẩm Một vài năm gần đây TikTok đang bùng nổ và rất sôi động. Từ thành phố đến nông thôn bất cứ ai cũng có thể trở thành một nhà sản xuất nội dung, thậm chí thành công và đổi đời nhờ TikT...",1804,['Cấn Mạnh Linh'],Sách Marketing - Bán hàng ,Cấn Mạnh Linh,Bìa cứng,312,Nhà Xuất Bản Thanh Niên
76014598,Blue Ocean Strategy - Chiến Lược Đại Dương Xanh (Bìa Cứng) (Tái Bản),169000,239000,70000,29,4.8,29,"Vậy Chiến lược Đại dương xanh là gì? Các tác giả đã giải thích bằng cách so sánh với chiến lược đại dương đỏ, tức là lối suy nghĩ truyền thống thông thường:1. ĐỪNG cạnh tranh trong khoảng thị trường...",125,['W.Chan Kim'],"Sách quản trị, lãnh đạo",Alphabooks,Bìa cứng,344,Nhà Xuất Bản Công Thương
187338036,Chiến Tranh Tiền Tệ - Tập 4,126000,185000,59000,32,5.0,211,"Cuốn sách tiếp nối dòng câu chuyện về trận chiến tranh giành bá quyền tài chính thế giới, bắt đầu bằng nỗ lực lật đổ bá quyền đồng bảng Anh của đồng đô la Mỹ và cuộc phản công của đồng bảng Anh. Cuộc ...",1682,[' Song Hong Bing'],"Sách tài chính, tiền tệ",Bách Việt,Bìa mềm,608,Nhà Xuất Bản Lao Động
10227722,45 Giây Tạo Nên Thay Đổi - Thấu Hiểu Tiếp Thị Mạng Lưới,63000,70000,7000,10,5.0,74,"Tiếp thị mạng lưới là ngành kinh doanh đang phát triển nhanh, tuy nhiên ngày nay có rất nhiều sự nhầm lẫn về ngành kinh doanh này, đặc biệt là sự nhầm lẫn nó với mô hình kinh doanh đa cấp kim tự tháp,...",1123,['Don Failla'],Sách tiếng Việt,NXB Trẻ,Bìa mềm,192,
22634335,Kỹ Năng Quản Lý Nhân Sự Chuyên Nghiệp,98770,119000,20230,17,4.5,13,"“Kỹ năng quản lý nhân sự chuyên nghiệp” là một cuốn sách quan trọng cho các nhà quản lý muốn giúp các thành viên trong nhóm học hỏi, phát triển và nhận ra tiềm năng của họ.Trong cuốn sách này, Whitne...",158,['Whitney Johnson'],Sách quản trị nhân lực,1980 Books,Bìa mềm,300,
55119185,Sách Nghĩ Giàu và Làm Giàu (Bìa Cứng) (Tái Bản 2020),120960,168000,47040,28,4.8,81,NGHĨ GIÀU VÀ LÀM GIÀUThink and Grow Rich - Nghĩ giàu và Làm giàu là một trong những cuốn sách bán chạy nhất mọi thời đại. Đã hơn 60 triệu bản được phát hành với gần trăm ngôn ngữ trên toàn thế giới v...,471,['Napoleon Hill'],Bài học kinh doanh,First News - Trí Việt,Bìa cứng,280,Nhà Xuất Bản Tổng hợp TP.HCM
72001057,Chiến Tranh Tiền Tệ - Phần III,117250,175000,57750,33,5.0,32,"CHIẾN TRANH TIỀN TỆ - PHẦN IIIBiên giới tiền tệ - Nhân tố bí ẩn trong các cuộc chiến kinh tếSau hai cuốn đầu tiên lần lượt diễn giải lịch sử phát triển tài chính của Hoa Kỳ và châu Âu, tác giả đặt mụ...",167,['Song Hong Binh'],Sách tiếng Việt,Bách Việt,Bìa mềm,612,Nhà Xuất Bản Lao Động
81323246,90-20-30 90 Bài Học Vỡ Lòng Về Ý Tưởng Và Câu Chữ (Bản Đen Trắng),170000,195000,25000,13,5.0,1390,"90-20-30 90 Bài học vỡ lòng về ý tưởng và câu chữ (Bản đen trắng)Đúc kết những kinh nghiệm xương máu trong suốt 9 năm hành nghề Copywriter, ""90 - 20 - 30 - 90 bài học vỡ lòng về ý tưởng và câu chữ"" c...",6884,['Huỳnh Vĩnh Sơn'],Sách Marketing - Bán hàng ,Rio Book,Bìa mềm,420,Nhà Xuất Bản Dân Trí
143226162,Tỷ Phú Bán Giày (Tái Bản),116000,159000,43000,27,4.8,89,"Tỷ Phú Bán Giày không phải là một cuốn sách dạy cách làm giàu tuần tự theo các bước 1 - 2 - 3, cũng không hẳn là một cuốn sách chỉ dẫn bí quyết kinh doanh hay nghệ thuật quản lý. Là hành trình tìm ra ...",951,['Tony Hsieh'],Bài học kinh doanh,Alphabooks,Bìa mềm,367,Nhà Xuất Bản Công Thương
68049234,Đừng Để Mất Bò - 7 Bước Quản Lý Cửa Hàng Hiệu Quả Và Chống Thất Thoát,149000,169000,20000,12,4.8,721,PHƠI BÀY HƠN 20 CHIÊU TRÒ GIAN LẬN TRONG CÁC CỬA HÀNG VÀ CÁCH GIÁM SÁT KHOA HỌC ĐỂ TRÁNH THẤT THOÁT.Bạn đang quản lý hay làm chủ một cửa hàng nhưng công việc kinh doanh lại không được suôn sẻ. Bạn lu...,4333,['Trần Thanh Phong'],Bài học kinh doanh,Nhà Xuất Bản Đà Nẵng,Bìa mềm,272,Nhà Xuất Bản Đà Nẵng
178294073,Trading in The Zone - Thực Hành Kiểm Soát Cảm Xúc bằng Tâm Lý Học Hành Vi trong Đầu Tư và Giao Dịch,295000,295000,0,0,4.8,143,"***Sách thuộc Chuỗi Sách Giao Dịch Thực Chiến của FinFin***Trading In The Zone là quyển sách Top 1 kinh điển Thế giới trong việc giúp độc giả xây dựng phương thức quản trị cảm xúc đúng đắn, vững vàng...",1127,['Mark Douglas'],"Sách tài chính, tiền tệ","Gold Star Building 217/4 Nơ Trang Long, Phường 12, Quận Bình Thạnh, TPHCM",Bìa cứng,288,Nhà Xuất Bản Thanh Niên
178032058,Thuật Lãnh Đạo Từ Vị Tu Sĩ Bán Chiếc Ferrari,81000,118000,37000,31,5.0,18,"Sau thành công của Vị Tu Sĩ Bán Chiếc Ferrari với hàng triệu bản được bán ra khắp thế giới, Robin Sharma tiếp tục cho ra đời quyển sách Thuật Lãnh Đạo Từ Vị Tu Sĩ Bán Chiếc Ferrari - một tác phẩm ứng ...",394,['Robin Sharma'],"Sách quản trị, lãnh đạo",FIRST NEWS,Bìa mềm,350,Nhà Xuất Bản Tổng hợp TP.HCM
148760924,How Management Works - Hiểu Hết Về Quản Lý,257000,330000,73000,22,4.8,250,Các nhóm có sự gắn kết cao mang lại tiềm năng lợi nhuận lớn hơn 21% 70% các nhà quản lý cảm thấy khó ủy quyền 1/5 số nhân viên cảm thấy có động lực khi làm một công việc có ý nghĩa Quy mô lý tưởng ...,1893,['DK'],"Sách quản trị, lãnh đạo",Nhã Nam,Bìa cứng,244,Nhà Xuất Bản Thế Giới
153045603,Sách Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản 2021),45500,58000,12500,22,5.0,152,"Người Giỏi Không Phải Là Người Làm Tất CảQuản lý theo kiểu"" giao khoán"" là phong cách phổ biến nhất hiện nay. Người quản lý thực hiện công việc giao việc và chỉ can thiệp khi nào nhân viên có sa...",2212,"['Donna M. Genett', 'Ph.D']",Sách tiếng Việt,First News - Trí Việt,Bìa mềm,116,Nhà Xuất Bản Tổng hợp TP.HCM
14645351,Cuộc Đời Của Pi ( Tái Bản 2019),93500,110000,16500,15,5.0,8,"""Mọi việc ở đời có bao giờ diễn ra như ta vẫn tưởng, nhưng biết làm sao. Cuộc đời đem cho ta cái gì thì ta phải nhận cái đó và chỉ còn cách làm cho chúng tốt đẹp nhất mà thôi.""Cuộc đời của Pi mở đầu ...",89,['Yann Martel'],Sách tiếng Việt,Nhã Nam,Bìa mềm,455,
129381098,Tiếp Thị 5.0: Công Nghệ Vị Nhân Sinh,98000,120000,22000,18,5.0,402,"Trong Tiếp thị 5.0, cha đẻ của tiếp thị hiện đại, Philip Kotler giải thích cách các nhà tiếp thị có thể ứng dụng công nghệ để giải quyết nhu cầu của khách hàng và tạo nên khác biệt.Trong một kỷ nguyê...",3366,"['Philip Kotler', 'Hermawan Kartajaya', 'Iwan Setiawan']",Sách tiếng Việt,NXB Trẻ,Bìa mềm,306,NXB Trẻ
